repo,run,era,start_utc,end_utc,minutes,attribution,min_a,min_b,min_c,min_d,min_e,min_f,attended_frac,top_reason,evidence
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T17:35Z,2026-09-10T17:52Z,16.4,c,0,0,17,0,0,0,1.039,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=9, rework=5, todo=5 | human-review tickets (age h): #2519(177) | executor-active-min=7 agent-active-min=0 human-msgs-min=5 | last progress: gh:labeled:needs-triage by its-everdred #2610 @2026-09-10T17:35Z | next progress: gh:labeled:agent:todo by its-applekid #2611 @2026-09-10T17:52Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T18:53Z,2026-09-10T19:28Z,35.5,c,0,0,35,0,0,0,0.987,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, human-review=1, in-progress=1, paused=9, rework=5, todo=5 | human-review tickets (age h): #2519(179) | executor-active-min=11 agent-active-min=0 human-msgs-min=2 | last progress: gh:closed by its-everdred #2614 @2026-09-10T18:53Z | next progress: exec:control by executor # @2026-09-10T19:28Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T20:08Z,2026-09-10T20:39Z,31.6,f,0,0,0,0,0,31,0.982,agents working (no output yet),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-10T20:05Z->2026-09-10T20:54Z) | labels at start: ci-wait=5, human-review=1, in-progress=2, paused=7, rework=4, todo=8 | human-review tickets (age h): #2519(180) | executor-active-min=11 agent-active-min=29 human-msgs-min=0 | last progress: wake:ticket.branch.push by agent/wake #2601 @2026-09-10T20:08Z | next progress: wake:ticket.branch.push by agent/wake #2600 @2026-09-10T20:39Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-10T22:09Z,2026-09-10T23:33Z,84.5,d,0,0,0,63,0,21,0.994,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-10T22:04Z->2026-09-11T02:07Z) | labels at start: ci-wait=5, human-review=2, in-progress=7, paused=7, rework=4, todo=1 | human-review tickets (age h): #2600(0) #2519(182) | executor-active-min=10 agent-active-min=5 human-msgs-min=0 | last progress: gh:labeled:agent:in-progress by aiur-daemon[bot] #2607 @2026-09-10T22:09Z | next progress: gh:labeled:agent:ci-wait by its-applekid #2494 @2026-09-10T23:33Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-11T00:03Z,2026-09-11T02:08Z,124.9,d,0,0,0,111,0,14,1.001,no capacity: fleet capacity starved (load governor),"wake system.fleet.capacity.starved -> system.fleet.capacity.starved.resolved (2026-09-10T22:04Z->2026-09-11T02:07Z) | labels at start: ci-wait=5, human-review=6, in-progress=4, paused=7, rework=3, todo=1 | human-review tickets (age h): #2605(0) #2607(0) #2601(0) #2592(0) #2600(2) | executor-active-min=14 agent-active-min=4 human-msgs-min=0 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2605 @2026-09-11T00:03Z | next progress: gh:labeled:agent:human-review by its-applekid #2394 @2026-09-11T02:08Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-11T03:18Z,2026-09-11T04:47Z,88.8,c,0,0,78,0,0,11,1.002,"Executor active on this repo, items wait on it","labels at start: ci-wait=5, human-review=4, paused=7, rework=3 | human-review tickets (age h): #2608(0) #2610(0) #2394(1) #2519(187) | executor-active-min=55 agent-active-min=1 human-msgs-min=28 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2608 @2026-09-11T03:18Z | next progress: gh:labeled:agent:todo by its-everdred #2633 @2026-09-11T04:47Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-11T04:55Z,2026-09-11T05:16Z,21.1,f,0,0,0,0,0,21,0.998,agents working (no output yet),"labels at start: ci-wait=5, human-review=4, in-progress=1, paused=7, rework=3 | human-review tickets (age h): #2608(2) #2610(2) #2394(3) #2519(189) | executor-active-min=6 agent-active-min=15 human-msgs-min=2 | last progress: comment by its-applekid #2633 @2026-09-11T04:55Z | next progress: gh:labeled:needs-triage by its-applekid #2634 @2026-09-11T05:16Z"
aiur,wakeboot-2026-09-09T21:53Z,pre-log,2026-09-11T05:16Z,2026-09-11T05:33Z,16.7,f,0,0,0,0,0,17,1.019,agents working (no output yet),"labels at start: ci-wait=5, human-review=4, in-progress=1, paused=7, rework=3 | human-review tickets (age h): #2608(2) #2610(2) #2394(3) #2519(189) | executor-active-min=8 agent-active-min=8 human-msgs-min=2 | last progress: gh:labeled:needs-triage by its-applekid #2635 @2026-09-11T05:16Z | next progress: wake:ticket.branch.push by agent/wake #2633 @2026-09-11T05:33Z"
aiur,20260916T153434Z-2651128,runlog,2026-09-16T16:57Z,2026-09-16T17:41Z,44.2,c,5,0,28,0,0,11,0.994,Executor/human active elsewhere while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, error=2, human-review=8, paused=6, rework=4 | human-review tickets (age h): #2639(0) #2638(0) #2641(1) #2633(131) #2608(134) | executor-active-min=0 agent-active-min=1 human-msgs-min=5 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2639 @2026-09-16T16:57Z | next progress: exec:control by executor # @2026-09-16T17:41Z"
aiur,20260916T212437Z-877222,runlog,2026-09-16T22:45Z,2026-09-17T02:27Z,222.0,b,0,197,14,0,0,11,0.446,waiting on Executor [fresh (<24h)]: decision+error+human-review+paused,"labels at start: ci-wait=5, error=4, human-review=7, paused=7, rework=3 | human-review tickets (age h): #2674(0) #2668(1) #2633(136) #2608(139) #2610(140) | executor-active-min=8 agent-active-min=1 human-msgs-min=0 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2674 @2026-09-16T22:45Z | next progress: review:APPROVED by its-everdred #pr2677 @2026-09-17T02:27Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T03:36Z,2026-09-17T13:57Z,621.5,c,21,0,600,0,0,0,0.999,Executor/human active elsewhere while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, error=4, human-review=6, paused=7, rework=4 | human-review tickets (age h): #2668(1) #2633(141) #2608(144) #2610(144) #2394(145) | executor-active-min=11 agent-active-min=0 human-msgs-min=0 | last progress: gh:unlabeled:agent:human-review by its-applekid #2678 @2026-09-17T03:36Z | next progress: gh:labeled:enhancement by its-applekid #2680 @2026-09-17T13:57Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T14:08Z,2026-09-17T15:12Z,63.4,c,28,0,36,0,0,0,1.01,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, error=4, human-review=6, paused=7, rework=4 | human-review tickets (age h): #2668(11) #2633(152) #2608(155) #2610(155) #2394(156) | executor-active-min=14 agent-active-min=0 human-msgs-min=0 | last progress: pr:opened by its-applekid #pr2681 @2026-09-17T14:08Z | next progress: gh:ready_for_review by its-everdred #2681 @2026-09-17T15:12Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T15:12Z,2026-09-17T15:36Z,24.2,c,0,0,24,0,0,0,0.992,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, error=4, human-review=6, paused=7, rework=4 | human-review tickets (age h): #2668(12) #2633(153) #2608(156) #2610(156) #2394(157) | executor-active-min=16 agent-active-min=0 human-msgs-min=0 | last progress: gh:closed by its-everdred #2680 @2026-09-17T15:12Z | next progress: gh:labeled:bug by its-everdred #2682 @2026-09-17T15:36Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T16:14Z,2026-09-17T16:29Z,15.1,c,0,0,15,0,0,0,0.997,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, error=4, human-review=6, paused=8, rework=4 | human-review tickets (age h): #2668(13) #2633(154) #2608(157) #2610(157) #2394(158) | executor-active-min=15 agent-active-min=0 human-msgs-min=0 | last progress: gh:auto_squash_enabled by its-everdred #2685 @2026-09-17T16:14Z | next progress: comment by its-applekid #2685 @2026-09-17T16:29Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T16:36Z,2026-09-17T20:55Z,259.6,a,216,0,43,0,0,0,0.817,"stranded: todo/rework dispatchable, capacity free, no agent running, Executor absent","labels at start: ci-wait=5, error=4, human-review=6, paused=8, rework=4 | human-review tickets (age h): #2668(14) #2633(154) #2608(157) #2610(157) #2394(158) | executor-active-min=11 agent-active-min=0 human-msgs-min=0 | last progress: comment by its-everdred #2474 @2026-09-17T16:36Z | next progress: gh:labeled:agent:paused by its-everdred #2686 @2026-09-17T20:55Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T21:05Z,2026-09-17T21:22Z,17.2,c,0,0,17,0,0,0,0.989,Executor active on this repo while dispatchable work sat undispatched (stranded),"labels at start: ci-wait=5, error=4, human-review=6, paused=9, rework=4 | human-review tickets (age h): #2668(18) #2633(159) #2608(162) #2610(162) #2394(163) | executor-active-min=17 agent-active-min=0 human-msgs-min=0 | last progress: review:DISMISSED by its-applekid #pr2687 @2026-09-17T21:05Z | next progress: comment by its-everdred #2474 @2026-09-17T21:22Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-17T21:28Z,2026-09-17T21:44Z,16.2,f,0,0,0,0,0,16,0.985,agents working (no output yet),"labels at start: ci-wait=5, error=4, human-review=6, paused=9, rework=5 | human-review tickets (age h): #2668(19) #2633(159) #2608(162) #2610(162) #2394(163) | executor-active-min=15 agent-active-min=9 human-msgs-min=0 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2474 @2026-09-17T21:28Z | next progress: tel:pr_opened by daemon #2474 @2026-09-17T21:44Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-18T05:00Z,2026-09-18T08:21Z,201.8,d,0,54,7,140,0,0,0.699,Executor session limit (Claude Code),"Executor transcript ""You've hit your session limit"" 2026-09-18T04:51Z (reset 2026-09-18T07:20Z) | labels at start: ci-wait=5, error=4, human-review=5, paused=10, rework=3 | human-review tickets (age h): #2668(26) #2633(167) #2610(170) #2394(171) #2519(357) | executor-active-min=0 agent-active-min=0 human-msgs-min=2 | last progress: gh:unlabeled:agent:todo by its-applekid #2717 @2026-09-18T05:00Z | next progress: exec:control by executor # @2026-09-18T08:21Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-18T08:21Z,2026-09-18T08:37Z,15.6,c,0,0,16,0,0,0,1.028,"Executor active on this repo, items wait on it","labels at start: ci-wait=5, error=4, human-review=5, paused=11, rework=3 | human-review tickets (age h): #2668(30) #2633(170) #2610(173) #2394(174) #2519(360) | executor-active-min=16 agent-active-min=0 human-msgs-min=0 | last progress: gh:labeled:bug by its-everdred #2727 @2026-09-18T08:21Z | next progress: pr:opened by its-applekid #pr2728 @2026-09-18T08:37Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-18T08:47Z,2026-09-18T09:02Z,15.8,c,0,0,15,0,0,0,0.952,"Executor active on this repo, items wait on it","labels at start: ci-wait=5, error=4, human-review=5, paused=11, rework=3 | human-review tickets (age h): #2668(30) #2633(170) #2610(174) #2394(175) #2519(360) | executor-active-min=15 agent-active-min=0 human-msgs-min=0 | last progress: gh:review_requested by its-applekid #2729 @2026-09-18T08:47Z | next progress: review:APPROVED by its-everdred #pr2728 @2026-09-18T09:02Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-18T11:24Z,2026-09-18T11:40Z,15.7,c,0,0,16,0,0,0,1.02,"Executor active on this repo, items wait on it","labels at start: ci-wait=5, error=4, human-review=5, paused=12, rework=3 | human-review tickets (age h): #2668(33) #2633(173) #2610(176) #2394(177) #2519(363) | executor-active-min=0 agent-active-min=0 human-msgs-min=0 | last progress: gh:unlabeled:agent:todo by its-applekid #2737 @2026-09-18T11:24Z | next progress: gh:referenced by its-applekid #24 @2026-09-18T11:40Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-18T11:40Z,2026-09-19T17:59Z,1819.2,b,0,1592,227,0,0,0,0.3,waiting on Executor [fresh (<24h)]: decision+error+human-review+paused,"labels at start: ci-wait=5, error=4, human-review=5, paused=12, rework=3 | human-review tickets (age h): #2668(33) #2633(173) #2610(176) #2394(178) #2519(363) | executor-active-min=8 agent-active-min=0 human-msgs-min=2 | last progress: gh:head_ref_force_pushed by its-applekid #2744 @2026-09-18T11:40Z | next progress: exec:control by executor # @2026-09-19T17:59Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-19T17:59Z,2026-09-19T19:16Z,77.1,c,0,7,70,0,0,0,0.999,"Executor/human active elsewhere, items wait on it","labels at start: ci-wait=5, error=4, human-review=5, paused=12, rework=3 | human-review tickets (age h): #2668(63) #2633(204) #2610(207) #2394(208) #2519(394) | executor-active-min=3 agent-active-min=0 human-msgs-min=2 | last progress: exec:control by executor # @2026-09-19T17:59Z | next progress: exec:control by executor # @2026-09-19T19:16Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-19T19:25Z,2026-09-19T21:40Z,135.6,c,0,32,103,0,0,0,0.996,"Executor/human active elsewhere, items wait on it","labels at start: ci-wait=5, error=4, human-review=5, paused=12, rework=3 | human-review tickets (age h): #2668(65) #2633(205) #2610(208) #2394(209) #2519(395) | executor-active-min=3 agent-active-min=0 human-msgs-min=2 | last progress: exec:control by executor # @2026-09-19T19:25Z | next progress: gh:labeled:agent:todo by its-everdred #2745 @2026-09-19T21:40Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-19T22:43Z,2026-09-20T00:28Z,105.1,c,0,30,62,0,0,13,0.999,"Executor/human active elsewhere, items wait on it","labels at start: ci-wait=5, error=4, human-review=7, paused=10, rework=3 | human-review tickets (age h): #2639(0) #2502(0) #2668(68) #2633(208) #2610(212) | executor-active-min=13 agent-active-min=3 human-msgs-min=1 | last progress: gh:unlabeled:agent:in-progress by its-applekid #2639 @2026-09-19T22:43Z | next progress: exec:control by executor # @2026-09-20T00:28Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-20T00:28Z,2026-09-20T01:08Z,40.0,c,0,0,40,0,0,0,1.001,"Executor active on this repo, items wait on it","labels at start: ci-wait=5, error=4, human-review=7, paused=10, rework=3 | human-review tickets (age h): #2639(2) #2502(2) #2668(70) #2633(210) #2610(213) | executor-active-min=19 agent-active-min=0 human-msgs-min=4 | last progress: exec:control by executor # @2026-09-20T00:28Z | next progress: gh:labeled:agent:todo by its-everdred #2749 @2026-09-20T01:08Z"
aiur,20260917T022859Z-1671510,runlog,2026-09-20T02:04Z,2026-09-22T15:42Z,3697.5,b,0,3056,632,0,0,10,0.295,waiting on Executor [stale (all >24h)]: decision+error+human-review+paused,"wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-20T18:43Z->2026-09-20T18:54Z) | wake system.fleet.capacity.backoff -> system.fleet.capacity.resumed (2026-09-20T19:55Z->2026-09-20T20:25Z) | labels at start: ci-wait=5, error=4, human-review=9, paused=10, rework=3 | human-review tickets (age h): #2751(0) #2749(0) #2639(3) #2502(4) #2668(71) | executor-active-min=152 agent-active-min=0 human-msgs-min=25 | last progress: wake:ticket.pr.ready_for_review by agent/wake #2751 @2026-09-20T02:04Z | next progress: pr:opened by its-everdred #pr2753 @2026-09-24T19:00Z"
archon,wakeboot-2026-09-03T04:27Z,pre-log,2026-09-03T05:08Z,2026-09-03T05:28Z,20.5,f,0,0,0,9,0,11,0.975,agents working (no output yet),"wake system.dispatch.capacity_starved @2026-09-03T04:30Z, no resolution before boot end 2026-09-03T05:38Z (2026-09-03T04:30Z->2026-09-03T05:38Z) | wake system.fleet.capacity.starved @2026-09-03T04:30Z, no resolution before boot end 2026-09-03T05:38Z (2026-09-03T04:30Z->2026-09-03T05:38Z) | labels at start: human-review=2, todo=2 | human-review tickets (age h): #1(0) #2(0) | executor-active-min=2 agent-active-min=1 human-msgs-min=0 | last progress: gh:unlabeled:agent:ci-wait by its-applekid #1 @2026-09-03T05:08Z | next progress: pr:merged by its-applekid #pr46 @2026-09-03T05:28Z"
archon,wakeboot-2026-09-03T17:29Z,pre-log,2026-09-03T17:45Z,2026-09-03T18:02Z,17.2,f,0,0,0,7,0,10,0.987,agents working (no output yet),"wake system.tracker.auth_preflight_failed @2026-09-03T17:30Z, no resolution before boot end 2026-09-03T18:58Z (2026-09-03T17:30Z->2026-09-03T18:58Z) | labels at start: human-review=5, rework=1 | human-review tickets (age h): #7(0) #9(0) #10(0) #13(0) #6(0) | executor-active-min=14 agent-active-min=0 human-msgs-min=0 | last progress: gh:blocking_added by its-everdred #4 @2026-09-03T17:45Z | next progress: exec:control by executor # @2026-09-03T18:02Z"
archon,wakeboot-2026-09-03T20:46Z,pre-log,2026-09-03T21:31Z,2026-09-03T22:05Z,34.2,f,0,0,0,0,0,34,0.996,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-03T20:56Z, no resolution before boot end 2026-09-04T00:48Z (2026-09-03T20:56Z->2026-09-04T00:48Z) | Executor transcript ""You've hit your session limit"" 2026-09-03T19:05Z (reset 2026-09-03T23:00Z) | labels at start: human-review=1, in-progress=3, rework=4, todo=19 | human-review tickets (age h): #29(1) | executor-active-min=34 agent-active-min=34 human-msgs-min=0 | last progress: gh:unlabeled:agent:human-review by its-everdred #27 @2026-09-03T21:31Z | next progress: wake:ticket.branch.push by agent/wake #22 @2026-09-03T22:05Z"
archon,wakeboot-2026-09-03T20:46Z,pre-log,2026-09-03T22:11Z,2026-09-03T22:50Z,38.6,d,0,0,0,26,0,13,1.011,Executor session limit (Claude Code),"wake system.fleet.capacity.starved @2026-09-03T20:56Z, no resolution before boot end 2026-09-04T00:48Z (2026-09-03T20:56Z->2026-09-04T00:48Z) | Executor transcript ""You've hit your session limit"" 2026-09-03T19:05Z (reset 2026-09-03T23:00Z) | labels at start: human-review=1, in-progress=2, rework=5, todo=19 | human-review tickets (age h): #29(1) | executor-active-min=39 agent-active-min=3 human-msgs-min=0 | last progress: gh:convert_to_draft by its-everdred #79 @2026-09-03T22:11Z | next progress: comment by its-everdred #18 @2026-09-03T22:50Z"
archon,wakeboot-2026-09-03T20:46Z,pre-log,2026-09-03T22:50Z,2026-09-03T23:57Z,67.3,d,0,0,0,66,0,1,0.995,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-09-03T20:56Z, no resolution before boot end 2026-09-04T00:48Z (2026-09-03T20:56Z->2026-09-04T00:48Z) | Executor transcript ""You've hit your session limit"" 2026-09-03T19:05Z (reset 2026-09-03T23:00Z) | labels at start: human-review=1, in-progress=2, rework=5, todo=19 | human-review tickets (age h): #29(2) | executor-active-min=7 agent-active-min=1 human-msgs-min=1 | last progress: comment by its-everdred #79 @2026-09-03T22:50Z | next progress: gh:labeled:agent:rework by aiur-daemon[bot] #41 @2026-09-03T23:57Z"
archon,wakeboot-2026-09-04T00:28Z,pre-log,2026-09-04T00:58Z,2026-09-04T01:23Z,25.5,d,0,0,0,13,0,12,0.979,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-09-04T00:47Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:47Z->2026-09-04T05:39Z) | wake system.dispatch.capacity_starved @2026-09-04T00:49Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:49Z->2026-09-04T05:39Z) | labels at start: error=3, human-review=3, rework=1, todo=18 | human-review tickets (age h): #16(0) #23(1) #27(1) | executor-active-min=0 agent-active-min=2 human-msgs-min=0 | last progress: gh:unlabeled:agent:rework by aiur-daemon[bot] #15 @2026-09-04T00:58Z | next progress: gh:labeled:agent:error by aiur-daemon[bot] #41 @2026-09-04T01:23Z"
archon,wakeboot-2026-09-04T00:28Z,pre-log,2026-09-04T01:24Z,2026-09-04T01:48Z,23.9,f,0,0,0,12,0,12,1.004,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T00:47Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:47Z->2026-09-04T05:39Z) | wake system.dispatch.capacity_starved @2026-09-04T00:49Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:49Z->2026-09-04T05:39Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T01:46Z (reset 2026-09-04T04:50Z) | labels at start: error=3, human-review=3, rework=1, todo=18 | human-review tickets (age h): #16(1) #23(1) #27(1) | executor-active-min=1 agent-active-min=2 human-msgs-min=1 | last progress: gh:unlabeled:agent:error by aiur-daemon[bot] #41 @2026-09-04T01:24Z | next progress: gh:labeled:agent:error by aiur-daemon[bot] #41 @2026-09-04T01:48Z"
archon,wakeboot-2026-09-04T00:28Z,pre-log,2026-09-04T01:58Z,2026-09-04T02:23Z,25.3,d,0,0,0,14,0,11,0.989,Executor session limit (Claude Code),"wake system.fleet.capacity.starved @2026-09-04T00:47Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:47Z->2026-09-04T05:39Z) | wake system.dispatch.capacity_starved @2026-09-04T00:49Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:49Z->2026-09-04T05:39Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T01:46Z (reset 2026-09-04T04:50Z) | labels at start: error=3, human-review=3, rework=1, todo=18 | human-review tickets (age h): #16(1) #23(2) #27(2) | executor-active-min=1 agent-active-min=1 human-msgs-min=0 | last progress: gh:unlabeled:agent:error by aiur-daemon[bot] #41 @2026-09-04T01:58Z | next progress: gh:labeled:agent:error by aiur-daemon[bot] #41 @2026-09-04T02:23Z"
archon,wakeboot-2026-09-04T00:28Z,pre-log,2026-09-04T02:56Z,2026-09-04T03:28Z,32.5,f,0,0,0,0,0,32,0.984,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T00:47Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:47Z->2026-09-04T05:39Z) | wake system.dispatch.capacity_starved @2026-09-04T00:49Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:49Z->2026-09-04T05:39Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T01:46Z (reset 2026-09-04T04:50Z) | labels at start: rework=7, todo=18 | executor-active-min=0 agent-active-min=32 human-msgs-min=0 | last progress: gh:unlabeled:agent:error by its-everdred #15 @2026-09-04T02:56Z | next progress: comment by its-applekid #84 @2026-09-04T03:28Z"
archon,wakeboot-2026-09-04T00:28Z,pre-log,2026-09-04T03:30Z,2026-09-04T03:55Z,24.7,f,0,0,0,0,0,25,1.011,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T00:47Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:47Z->2026-09-04T05:39Z) | wake system.dispatch.capacity_starved @2026-09-04T00:49Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:49Z->2026-09-04T05:39Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T01:46Z (reset 2026-09-04T04:50Z) | labels at start: rework=6, todo=18 | executor-active-min=4 agent-active-min=25 human-msgs-min=0 | last progress: gh:unlabeled:agent:rework by aiur-daemon[bot] #16 @2026-09-04T03:30Z | next progress: gh:labeled:agent:ci-wait by its-applekid #41 @2026-09-04T03:55Z"
archon,wakeboot-2026-09-04T00:28Z,pre-log,2026-09-04T04:20Z,2026-09-04T04:46Z,26.2,f,0,0,0,12,0,14,0.991,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T00:47Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:47Z->2026-09-04T05:39Z) | wake system.dispatch.capacity_starved @2026-09-04T00:49Z, no resolution before boot end 2026-09-04T05:39Z (2026-09-04T00:49Z->2026-09-04T05:39Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T01:46Z (reset 2026-09-04T04:50Z) | labels at start: rework=4, todo=18 | executor-active-min=1 agent-active-min=5 human-msgs-min=0 | last progress: gh:unlabeled:agent:human-review by aiur-daemon[bot] #11 @2026-09-04T04:20Z | next progress: comment by its-applekid #76 @2026-09-04T04:46Z"
archon,wakeboot-2026-09-04T05:40Z,pre-log,2026-09-04T07:49Z,2026-09-04T09:52Z,123.0,d,0,0,0,112,0,11,1.0,Executor session limit (Claude Code),"wake system.fleet.capacity.starved @2026-09-04T05:45Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T05:45Z->2026-09-05T02:16Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T07:47Z (reset 2026-09-04T09:50Z) | labels at start: error=4, rework=1, todo=7 | executor-active-min=4 agent-active-min=1 human-msgs-min=1 | last progress: gh:unlabeled:agent:in-progress by aiur-daemon[bot] #31 @2026-09-04T07:49Z | next progress: gh:labeled:agent:todo by its-everdred #42 @2026-09-04T09:52Z"
archon,wakeboot-2026-09-04T05:40Z,pre-log,2026-09-04T12:47Z,2026-09-04T14:53Z,125.1,d,0,0,0,115,0,11,1.007,no capacity: fleet capacity starved (load governor) (never resolved in that daemon boot),"wake system.fleet.capacity.starved @2026-09-04T05:45Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T05:45Z->2026-09-05T02:16Z) | wake system.dispatch.capacity_starved @2026-09-04T10:52Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T10:52Z->2026-09-05T02:16Z) | Executor transcript ""You've hit your session limit"" 2026-09-04T14:02Z (reset 2026-09-04T14:50Z) | labels at start: error=3, human-review=1, todo=4 | human-review tickets (age h): #34(0) | executor-active-min=3 agent-active-min=1 human-msgs-min=1 | last progress: gh:unlabeled:agent:in-progress by aiur-daemon[bot] #36 @2026-09-04T12:47Z | next progress: exec:control by executor # @2026-09-04T14:53Z"
archon,wakeboot-2026-09-04T05:40Z,pre-log,2026-09-04T15:03Z,2026-09-04T15:19Z,16.3,f,0,0,0,0,0,16,0.983,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T05:45Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T05:45Z->2026-09-05T02:16Z) | wake system.dispatch.capacity_starved @2026-09-04T10:52Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T10:52Z->2026-09-05T02:16Z) | labels at start: error=1, human-review=1, rework=1, todo=4 | human-review tickets (age h): #33(0) | executor-active-min=1 agent-active-min=6 human-msgs-min=0 | last progress: gh:unlabeled:agent:human-review by aiur-daemon[bot] #34 @2026-09-04T15:03Z | next progress: gh:head_ref_force_pushed by its-applekid #123 @2026-09-04T15:19Z"
archon,wakeboot-2026-09-04T05:40Z,pre-log,2026-09-04T15:24Z,2026-09-04T15:44Z,20.0,f,0,0,0,0,0,20,0.998,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T05:45Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T05:45Z->2026-09-05T02:16Z) | wake system.dispatch.capacity_starved @2026-09-04T10:52Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T10:52Z->2026-09-05T02:16Z) | labels at start: error=1, human-review=1, in-progress=1, todo=3 | human-review tickets (age h): #33(0) | executor-active-min=1 agent-active-min=20 human-msgs-min=1 | last progress: comment by its-applekid #37 @2026-09-04T15:24Z | next progress: exec:control by executor # @2026-09-04T15:44Z"
archon,wakeboot-2026-09-04T05:40Z,pre-log,2026-09-04T15:52Z,2026-09-04T16:28Z,35.7,f,0,0,0,0,0,36,1.009,agents working (no output yet),"wake system.fleet.capacity.starved @2026-09-04T05:45Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T05:45Z->2026-09-05T02:16Z) | wake system.dispatch.capacity_starved @2026-09-04T10:52Z, no resolution before boot end 2026-09-05T02:16Z (2026-09-04T10:52Z->2026-09-05T02:16Z) | labels at start: error=1, in-progress=3, todo=1 | executor-active-min=3 agent-active-min=36 human-msgs-min=0 | last progress: gh:labeled:agent:done by aiur-daemon[bot] #33 @2026-09-04T15:52Z | next progress: wake:ticket.branch.push by agent/wake #37 @2026-09-04T16:28Z"
